"Customer ID","Customer Name","Recent Order","Number of orders placed by customer",Monetary,Segment
DF-13135,"David Flashing",2016-01-30,6,2390.534,"Average Customer"
BP-11290,"Beth Paige",2017-12-18,15,2383.797,"Average Customer"
MH-17290,"Marc Harrigan",2017-09-02,12,2381.731,"Average Customer"
FM-14215,"Filia McAdams",2017-12-23,14,2374.27,"Average Customer"
CK-12595,"Clytie Kelty",2017-11-17,25,2372.75,"Average Customer"
JF-15415,"Jennifer Ferguson",2017-12-28,14,2371.448,"Average Customer"
CV-12805,"Cynthia Voltz",2017-12-25,19,2370.3136,"Average Customer"
MC-17590,"Matt Collister",2017-11-09,16,2362.507,"Average Customer"
JG-15115,"Jack Garza",2015-12-03,7,2358.676,"Average Customer"
CL-12700,"Craig Leslie",2017-09-16,8,2353.586,"Average Customer"
MG-17680,"Maureen Gastineau",2017-09-29,10,2350.188,"Average Customer"
RF-19735,"Roland Fjeld",2017-10-02,14,2341.296,"Average Customer"
AG-10495,"Andrew Gjertsen",2017-10-13,20,2338.679,"Average Customer"
EM-13825,"Elizabeth Moffitt",2017-11-05,15,2324.358,"Average Customer"
XP-21865,"Xylona Preis",2017-11-17,26,2320.408,"Average Customer"
MK-17905,"Michael Kennedy",2017-12-02,17,2302.368,"Average Customer"
LH-16900,"Lena Hernandez",2017-12-09,15,2295.332,"Average Customer"
CM-12235,"Chris McAfee",2016-12-10,7,2287.172,"Average Customer"
JF-15190,"Jamie Frazer",2017-10-26,19,2279.586,"Average Customer"
FH-14350,"Fred Harton",2017-06-01,14,2271.284,"Average Customer"
CC-12670,"Craig Carreira",2017-12-01,14,2269.7015,"Average Customer"
BE-11410,"Bobby Elias",2017-09-23,5,2261.438,"Average Customer"
MC-17605,"Matt Connell",2017-09-09,18,2258.192,"Average Customer"
JH-16180,"Justin Hirsh",2016-11-21,5,2256.394,"Average Customer"
KD-16615,"Ken Dana",2017-03-16,13,2243.51,"Average Customer"
TS-21505,"Tony Sayre",2017-12-19,14,2243.274,"Average Customer"
MY-17380,"Maribeth Yedwab",2017-12-01,12,2242.612,"Average Customer"
LW-16825,"Laurel Workman",2017-10-03,15,2238.061,"Average Customer"
AR-10405,"Allen Rosenblatt",2017-08-27,7,2236.128,"Average Customer"
NC-18415,"Nathan Cano",2017-11-19,14,2218.99,"Average Customer"
MC-18100,"Mick Crebagga",2017-11-19,19,2218.98,"Average Customer"
GG-14650,"Greg Guthrie",2017-11-17,23,2216.008,"Average Customer"
PF-19225,"Phillip Flathmann",2017-09-07,10,2206.128,"Average Customer"
DB-13210,"Dean Braden",2017-12-21,19,2204.829,"Average Customer"
MH-17785,"Maya Herman",2017-09-23,11,2203.778,"Average Customer"
JL-15235,"Janet Lee",2017-09-02,10,2203.7,"Average Customer"
JR-16210,"Justin Ritter",2017-11-27,10,2201.686,"Average Customer"
TB-21280,"Toby Braunhardt",2016-05-26,11,2198.45,"Average Customer"
JG-15310,"Jason Gross",2017-12-28,10,2197.796,"Average Customer"
GW-14605,"Giulietta Weimer",2017-12-02,9,2189.019,"Average Customer"
NR-18550,"Nick Radford",2017-06-03,12,2184.337,"Average Customer"
BT-11395,"Bill Tyler",2017-03-03,9,2182.194,"Average Customer"
PS-18760,"Pamela Stobb",2017-09-14,21,2181.479,"Average Customer"
SH-20395,"Shahid Hopkins",2017-12-07,15,2180.718,"Average Customer"
KN-16450,"Kean Nguyen",2017-11-08,8,2171.962,"Average Customer"
DB-12910,"Daniel Byrd",2017-12-09,12,2171.599,"Average Customer"
RP-19855,"Roy Phan",2017-12-02,15,2170.716,"Average Customer"
DP-13105,"Dave Poirier",2017-12-24,13,2164.89,"Average Customer"
HA-14905,"Helen Abelman",2017-10-22,10,2163.3,"Average Customer"
EJ-13720,"Ed Jacobs",2017-03-03,8,2162.174,"Average Customer"
JD-15790,"John Dryer",2017-09-04,7,2152.352,"Average Customer"
CR-12580,"Clay Rozendal",2017-11-03,6,2148.852,"Average Customer"
KN-16705,"Kristina Nunn",2017-09-23,13,2148.03,"Average Customer"
DN-13690,"Duane Noonan",2017-05-27,11,2139.79,"Average Customer"
EN-13780,"Edward Nazzal",2017-03-18,8,2138.246,"Average Customer"
KM-16225,"Kalyca Meade",2017-12-16,17,2134.248,"Average Customer"
NM-18520,"Neoma Murray",2017-04-30,13,2123.347,"Average Customer"
KC-16255,"Karen Carlisle",2016-11-18,9,2103.834,"Average Customer"
SH-20635,"Stefanie Holloman",2015-11-26,2,2096.392,"Average Customer"
RH-19600,"Rob Haberlin",2016-07-14,11,2085.74,"Average Customer"
TG-21640,"Trudy Glocke",2017-09-07,10,2074.661,"Average Customer"
ML-17755,"Max Ludwig",2017-12-01,13,2071.914,"Average Customer"
RB-19705,"Roger Barcio",2017-11-06,7,2067.45,"Average Customer"
LC-17050,"Liz Carlisle",2017-09-09,8,2064.504,"Average Customer"
TS-21430,"Tom Stivers",2017-07-11,7,2054.14,"Average Customer"
AF-10870,"Art Ferguson",2017-11-19,16,2052.908,"Average Customer"
CD-11920,"Carlos Daly",2017-11-20,9,2033.968,"Average Customer"
NF-18595,"Nicole Fjeld",2017-09-07,12,2031.472,"Average Customer"
DJ-13420,"Denny Joy",2016-04-02,5,2012.52,"Average Customer"
VB-21745,"Victoria Brennan",2017-11-06,10,2005.596,"Average Customer"
HP-14815,"Harold Pawlan",2017-11-30,10,1990.314,"Average Customer"
DB-13615,"Doug Bickford",2017-11-27,11,1989.05,"Average Customer"
PG-18895,"Paul Gonzalez",2017-11-03,17,1987.164,"Average Customer"
NB-18655,"Nona Balk",2017-12-11,17,1972.599,"Average Customer"
SW-20275,"Scott Williamson",2017-11-30,7,1966.65,"Average Customer"
LD-17005,"Lisa DeCherney",2016-11-11,7,1961.934,"Average Customer"
TP-21565,"Tracy Poddar",2017-01-14,10,1936.64,"Average Customer"
JF-15355,"Jay Fein",2017-09-16,16,1911.844,"Average Customer"
JO-15280,"Jas O'Carroll",2017-09-29,10,1911.552,"Average Customer"
ME-17725,"Max Engle",2017-12-02,13,1908.4532,"Average Customer"
SV-20935,"Susan Vittorini",2017-12-28,13,1903.491,"Average Customer"
KD-16345,"Katherine Ducich",2017-11-19,10,1888.964,"Average Customer"
GD-14590,"Giulietta Dortch",2017-12-25,6,1888.07,"Average Customer"
SG-20470,"Sheri Gordon",2017-06-30,14,1884.798,"Average Customer"
SC-20440,"Shaun Chance",2017-11-24,10,1874.998,"Average Customer"
BG-11695,"Brooke Gillingham",2017-11-24,8,1874.172,"Average Customer"
NG-18355,"Nat Gilpin",2017-11-12,16,1869.58,"Average Customer"
CD-12790,"Cynthia Delaney",2016-11-26,15,1860.732,"Average Customer"
SN-20560,"Skye Norling",2017-09-10,15,1860.418,"Average Customer"
CB-12415,"Christy Brittain",2017-12-04,11,1856.26,"Average Customer"
JB-16045,"Julia Barnett",2017-12-23,7,1841.651,"Average Customer"
PR-18880,"Patrick Ryan",2017-11-24,12,1840.178,"Average Customer"
AJ-10945,"Ashley Jarboe",2017-10-06,10,1839.24,"Average Customer"
PC-18745,"Pamela Coakley",2017-12-28,5,1832.064,"Average Customer"
EG-13900,"Emily Grady",2017-12-08,9,1832.02,"Average Customer"
LR-17035,"Lisa Ryan",2017-08-20,10,1831.386,"Average Customer"
PJ-19015,"Pauline Johnson",2017-08-18,10,1824.234,"Average Customer"
NC-18625,"Noah Childs",2017-06-09,9,1821.742,"Average Customer"
JM-15265,"Janet Molinari",2017-11-23,13,1804.146,"Average Customer"
JB-15400,"Jennifer Braxton",2017-12-23,16,1791.605,"Average Customer"
AA-10480,"Andrew Allen",2017-04-15,11,1782.872,"Average Customer"
CC-12100,"Chad Cunningham",2016-09-29,12,1765.23,"Average Customer"
DS-13030,"Darrin Sayre",2017-09-28,19,1762.213,"Average Customer"
AH-10030,"Aaron Hawkins",2017-12-18,11,1744.7,"Average Customer"
VT-21700,"Valerie Takahito",2015-04-05,9,1736.596,"Average Customer"
AH-10120,"Adrian Hane",2017-10-31,16,1735.514,"Average Customer"
MV-18190,"Mike Vittorini",2017-12-11,11,1734.574,"Average Customer"
JM-15535,"Jessica Myrick",2017-09-19,10,1733.443,"Average Customer"
BE-11455,"Brad Eason",2017-04-20,13,1727.652,"Average Customer"
BW-11200,"Ben Wallace",2017-06-10,9,1726.23,"Average Customer"
JP-16135,"Julie Prescott",2017-09-19,13,1707.71,"Average Customer"
TZ-21580,"Tracy Zic",2017-11-25,9,1707.286,"Average Customer"
DB-13405,"Denny Blanton",2017-06-26,13,1702.548,"Average Customer"
BP-11155,"Becky Pak",2017-10-02,10,1692.146,"Average Customer"
DK-12985,"Darren Koutras",2017-12-23,8,1687.04,"Average Customer"
RA-19945,"Ryan Akin",2017-10-30,9,1686.9225,"Average Customer"
CA-12055,"Cathy Armstrong",2016-11-24,10,1679.724,"Average Customer"
CM-11815,"Candace McMahon",2017-08-21,10,1673.888,"Average Customer"
LH-17155,"Logan Haushalter",2016-12-10,18,1660.305,"Average Customer"
CC-12475,"Cindy Chapman",2017-11-21,13,1659.438,"Average Customer"
JP-15460,"Jennifer Patt",2017-11-23,14,1653.583,"Average Customer"
CM-12115,"Chad McGuire",2017-12-22,6,1643.97,"Average Customer"
EB-13975,"Erica Bern",2017-12-30,6,1643.255,"Average Customer"
AP-10720,"Anne Pryor",2017-11-19,19,1638.554,"Average Customer"
KE-16420,"Katrina Edelman",2017-12-04,14,1626.6832,"Average Customer"
AZ-10750,"Annie Zypern",2017-07-23,12,1622.018,"Average Customer"
MS-17710,"Maurice Satty",2016-11-12,15,1613.402,"Average Customer"
CR-12730,"Craig Reiter",2017-10-13,6,1600.55,"Average Customer"
SP-20650,"Stephanie Phelps",2016-11-12,14,1598.516,"Average Customer"
DE-13255,"Deanra Eno",2016-01-11,7,1588.464,"Average Customer"
AH-10195,"Alan Haines",2017-11-05,8,1587.452,"Average Customer"
BF-11215,"Benjamin Farhat",2017-10-26,8,1585.162,"Average Customer"
CK-12760,"Cyma Kinney",2017-10-09,14,1582.109,"Average Customer"
MC-18130,"Mike Caudle",2016-12-26,11,1581.998,"Average Customer"
MF-18250,"Monica Federle",2017-12-23,11,1575.36,"Average Customer"
JL-15175,"James Lanier",2017-12-24,7,1571.523,"Average Customer"
TB-21250,"Tim Brockman",2017-01-15,18,1569.592,"Average Customer"
KB-16315,"Karl Braun",2017-03-09,22,1569.464,"Average Customer"
TS-21160,"Theresa Swint",2016-08-13,16,1568.244,"Average Customer"
ON-18715,"Odella Nelson",2016-11-15,15,1567.52,"Average Customer"
MV-17485,"Mark Van Huff",2017-12-03,14,1542.41,"Average Customer"
BD-11620,"Brian DeCherney",2017-10-22,8,1538.11,"Average Customer"
CH-12070,"Cathy Hwang",2016-02-08,4,1537.236,"Average Customer"
BD-11725,"Bruce Degenhardt",2017-09-28,10,1526.5,"Average Customer"
BV-11245,"Benjamin Venier",2017-01-30,14,1523.273,"Average Customer"
KA-16525,"Kelly Andreada",2017-11-24,11,1519.506,"Average Customer"
AB-10600,"Ann Blume",2017-11-10,8,1515.862,"Average Customer"
JG-15805,"John Grady",2017-05-21,9,1507.018,"Average Customer"
ZD-21925,"Zuschuss Donatelli",2017-06-11,9,1493.944,"Average Customer"
DL-12865,"Dan Lawera",2017-01-19,13,1490.818,"Average Customer"
CM-12190,"Charlotte Melton",2017-12-22,7,1475.144,"Average Customer"
LE-16810,"Laurel Elliston",2017-12-09,9,1469.45,"Average Customer"
TB-21055,"Ted Butterfield",2017-09-02,18,1467.881,"Average Customer"
PN-18775,"Parhena Norris",2017-11-30,13,1467.152,"Average Customer"
BN-11515,"Bradley Nguyen",2017-12-21,17,1459.344,"Average Customer"
PB-19150,"Philip Brown",2017-09-24,11,1456.95,"Average Customer"
RM-19375,"Raymond Messe",2017-01-19,9,1453.474,"Average Customer"
AG-10525,"Andy Gerbode",2015-09-07,8,1448.942,"Average Customer"
RK-19300,"Ralph Kennedy",2015-10-12,7,1448,"Average Customer"
DL-13315,"Delfina Latchford",2017-12-08,16,1446.066,"Average Customer"
PK-18910,"Paul Knutson",2016-09-03,3,1441.152,"Average Customer"
TD-20995,"Tamara Dahlen",2017-11-23,16,1434.548,"Average Customer"
JW-16075,"Julia West",2016-09-25,7,1428.731,"Average Customer"
MB-18085,"Mick Brown",2017-11-16,10,1428.231,"Average Customer"
MB-17305,"Maria Bertelson",2017-11-12,18,1427.326,"Average Customer"
TT-21220,"Thomas Thornton",2017-06-30,15,1427.044,"Average Customer"
RD-19720,"Roger Demir",2017-12-09,20,1419.737,"Average Customer"
NL-18310,"Nancy Lomonaco",2017-11-02,10,1418.09,"Average Customer"
PM-18940,"Paul MacIntyre",2016-12-09,4,1405.402,"Average Customer"
CA-12310,"Christine Abelman",2017-12-17,10,1401.074,"Average Customer"
MO-17800,"Meg O'Connel",2017-09-17,9,1396.323,"Average Customer"
NG-18430,"Nathan Gelder",2017-11-12,9,1395.938,"Average Customer"
JE-15475,"Jeremy Ellison",2017-06-20,13,1388.682,"Average Customer"
TB-21595,"Troy Blackwell",2017-03-20,7,1387.559,"Average Customer"
FG-14260,"Frank Gastineau",2017-11-26,11,1383.144,"Average Customer"
CR-12820,"Cyra Reiten",2017-10-06,6,1380.8324,"Average Customer"
DM-13525,"Don Miller",2016-09-05,10,1376.792,"Average Customer"
GH-14485,"Gene Hale",2016-12-08,3,1361.244,"Average Customer"
GB-14530,"George Bell",2017-10-29,19,1356.48,"Average Customer"
LM-17065,"Liz MacKendrick",2016-12-04,7,1346.774,"Average Customer"
MG-17695,"Maureen Gnade",2016-06-23,7,1342.282,"Average Customer"
SJ-20215,"Sarah Jordon",2017-12-01,9,1339.072,"Average Customer"
BM-11785,"Bryan Mills",2017-05-26,13,1335.896,"Average Customer"
BF-11005,"Barry Franz",2017-11-21,10,1333.88,"Average Customer"
SB-20170,"Sarah Bern",2017-06-12,6,1323.432,"Average Customer"
DM-12955,"Dario Medina",2017-09-07,9,1322.034,"Average Customer"
MT-18070,"Michelle Tran",2017-06-10,11,1319.4498,"Average Customer"
MM-17260,"Magdelene Morse",2017-07-15,6,1314.023,"Average Customer"
SP-20545,"Sibella Parks",2017-02-06,10,1306.086,"Average Customer"
EK-13795,"Eileen Kiefer",2017-11-16,4,1303.478,"Average Customer"
Co-12640,Corey-Lock,2016-06-29,8,1300.076,"Average Customer"
HR-14770,"Hallie Redmond",2017-12-17,13,1299.288,"Average Customer"
SS-20140,"Saphhira Shifley",2017-12-15,20,1289.548,"Average Customer"
GR-14560,"Georgia Rosenberg",2014-11-21,5,1284.38,"Average Customer"
PS-18970,"Paul Stevenson",2017-10-22,13,1278.639,"Average Customer"
SV-20815,"Stuart Van",2017-10-15,6,1271.09,"Average Customer"
CS-11845,"Cari Sayre",2017-09-30,7,1267.194,"Average Customer"
LW-17125,"Liz Willingham",2017-06-08,5,1259.04,"Average Customer"
ME-18010,"Michelle Ellison",2017-09-29,6,1256.944,"Average Customer"
GM-14500,"Gene McClure",2017-09-15,13,1255.682,"Average Customer"
SC-20680,"Steve Carroll",2017-08-26,8,1254.64,"Average Customer"
MH-17620,"Matt Hagelstein",2017-07-28,6,1252.8,"Average Customer"
ER-13855,"Elpida Rittenbach",2016-11-04,5,1245.788,"Average Customer"
JW-15955,"Joni Wasserman",2017-12-25,11,1244.086,"Average Customer"
MG-17875,"Michael Grace",2017-09-05,7,1242.833,"Average Customer"
NP-18685,"Nora Pelletier",2016-11-19,7,1228.698,"Average Customer"
PJ-18835,"Patrick Jones",2017-11-21,13,1220.09,"Average Customer"
EH-14005,"Erica Hernandez",2017-12-28,11,1219.53,"Average Customer"
JL-15130,"Jack Lebron",2017-12-22,12,1214.956,"Average Customer"
MD-17860,"Michael Dominguez",2017-11-24,8,1204.91,"Average Customer"
DW-13585,"Dorothy Wardle",2017-05-02,10,1204.854,"Average Customer"
DO-13435,"Denny Ordway",2017-06-26,12,1197.3115,"Average Customer"
SJ-20500,"Shirley Jackson",2017-04-21,6,1190.376,"Average Customer"
EB-14170,"Evan Bailliet",2017-10-09,7,1186.326,"Average Customer"
JS-15595,"Jill Stevenson",2017-09-02,7,1181.734,"Average Customer"
BP-11230,"Benjamin Patterson",2017-11-21,6,1181.49,"Average Customer"
DC-13285,"Debra Catini",2017-12-07,7,1174.618,"Average Customer"
AT-10435,"Alyssa Tate",2017-12-09,9,1171.814,"Average Customer"
JR-15670,"Jim Radford",2016-05-16,3,1156.658,"Average Customer"
DB-13660,"Duane Benoit",2017-12-18,10,1155.202,"Average Customer"
CG-12520,"Claire Gute",2017-01-26,5,1148.78,"Average Customer"
KC-16675,"Kimberly Carter",2017-11-03,7,1146.05,"Average Customer"
RD-19810,"Ross DeVincentis",2017-12-16,16,1137.616,"Average Customer"
CW-11905,"Carl Weiss",2017-12-08,11,1136.592,"Average Customer"
JS-15685,"Jim Sink",2017-11-18,11,1131.064,"Average Customer"
DV-13045,"Darrin Van Huff",2017-12-11,9,1119.483,"Average Customer"
AB-10165,"Alan Barnes",2017-12-05,14,1113.838,"Average Customer"
CD-12280,"Christina DeMoss",2017-11-18,12,1104.184,"Average Customer"
TC-21475,"Tony Chapman",2017-07-30,10,1103.016,"Average Customer"
CL-11890,"Carl Ludwig",2017-09-15,5,1098.43,"Average Customer"
TM-21490,"Tony Molinari",2017-08-22,4,1094.678,"Average Customer"
JO-15550,"Jesus Ocampo",2017-05-29,10,1088.358,"Average Customer"
JF-15490,"Jeremy Farry",2017-08-31,15,1082.918,"Average Customer"
DB-13360,"Dennis Bolton",2017-04-10,6,1081.466,"Average Customer"
DW-13195,"David Wiener",2017-10-22,9,1080.751,"Average Customer"
CS-12490,"Cindy Schnelling",2016-11-01,8,1070.3885,"Average Customer"
PC-19000,"Pauline Chand",2015-08-01,3,1061.488,"Average Customer"
DP-13165,"David Philippe",2015-10-10,4,1058.616,"Average Customer"
PO-19195,"Phillina Ober",2017-10-05,10,1056.858,"Average Customer"
AA-10375,"Allen Armold",2017-12-11,15,1056.39,"Average Customer"
VS-21820,"Vivek Sundaresam",2017-05-23,8,1055.981,"Average Customer"
AR-10345,"Alex Russell",2017-09-10,5,1055.694,"Average Customer"
DH-13675,"Duane Huffman",2015-11-15,11,1043.096,"Average Customer"
SM-20905,"Susan MacKendrick",2016-05-03,6,1043.041,"Average Customer"
EM-14095,"Eudokia Martin",2017-09-08,10,1041.042,"Average Customer"
TC-21145,"Theresa Coyne",2017-09-15,4,1038.26,"Average Customer"
DP-13000,"Darren Powers",2017-08-26,16,1034.188,"Average Customer"
MK-18160,"Mike Kennedy",2017-05-04,11,1031.602,"Average Customer"
TH-21235,"Tiffany House",2017-09-04,13,1022.201,"Average Customer"
SW-20350,"Sean Wendt",2017-07-21,6,1019.044,"Average Customer"
RB-19330,"Randy Bradley",2017-10-23,6,1008.196,"Average Customer"
LS-17245,"Lynn Smith",2017-11-26,12,1008.136,"Average Customer"
BG-11740,"Bruce Geld",2017-11-03,7,1006.356,"Average Customer"
LS-17200,"Luke Schmidt",2017-09-25,13,998.032,"Low Value Customer"
VP-21730,"Victor Preis",2017-11-30,5,993.902,"Low Value Customer"
GA-14725,"Guy Armstrong",2017-12-25,19,975.566,"Low Value Customer"
KB-16600,"Ken Brennan",2017-12-29,8,974.214,"Low Value Customer"
DO-13645,"Doug O'Connell",2017-12-04,10,972.26,"Low Value Customer"
TS-21340,"Toby Swindell",2017-05-18,11,971.734,"Low Value Customer"
RD-19930,"Russell D'Ascenzo",2017-11-18,10,970.942,"Low Value Customer"
AB-10150,"Aimee Bixby",2017-11-19,12,966.71,"Low Value Customer"
RC-19825,"Roy Collins",2016-12-26,10,966.409,"Low Value Customer"
BP-11050,"Barry Pond",2017-10-08,6,961.18,"Low Value Customer"
JH-15910,"Jonathan Howell",2017-11-19,9,959.477,"Low Value Customer"
JF-15295,"Jason Fortune-",2017-05-19,14,955.124,"Low Value Customer"
RP-19270,"Rachel Payne",2016-08-21,12,954.6452,"Low Value Customer"
BS-11800,"Bryan Spruell",2017-04-09,8,949.43,"Low Value Customer"
EB-13930,"Eric Barreto",2017-07-22,7,944.6,"Low Value Customer"
MF-17665,"Maureen Fritzler",2016-11-04,8,937.039,"Low Value Customer"
EM-13960,"Eric Murdock",2017-08-01,6,933.704,"Low Value Customer"
MC-17575,"Matt Collins",2017-12-03,9,925.565,"Low Value Customer"
SW-20245,"Scot Wooten",2017-10-10,9,925.198,"Low Value Customer"
MO-17500,"Mary O'Rourke",2017-10-19,5,922.487,"Low Value Customer"
RF-19840,"Roy Französisch",2017-12-24,10,915.662,"Low Value Customer"
EH-14185,"Evan Henry",2017-09-16,7,910.186,"Low Value Customer"
KB-16405,"Katrina Bavinger",2017-09-04,9,908.821,"Low Value Customer"
SC-20575,"Sonia Cooley",2017-09-29,7,902.728,"Low Value Customer"
JB-15925,"Joni Blumstein",2015-12-24,8,900.552,"Low Value Customer"
AB-10255,"Alejandro Ballentine",2017-07-17,13,898.084,"Low Value Customer"
AC-10420,"Alyssa Crouse",2017-05-12,4,891.56,"Low Value Customer"
HZ-14950,"Henia Zydlo",2017-11-25,6,886.52,"Low Value Customer"
AB-10015,"Aaron Bergman",2016-11-10,6,886.156,"Low Value Customer"
CS-12130,"Chad Sievert",2016-08-28,7,884.64,"Low Value Customer"
HE-14800,"Harold Engle",2017-12-18,11,883.532,"Low Value Customer"
SK-19990,"Sally Knutson",2017-12-22,5,883.409,"Low Value Customer"
SS-20875,"Sung Shariari",2017-09-01,12,883.22,"Low Value Customer"
JM-15655,"Jim Mitchum",2017-12-22,12,864.947,"Low Value Customer"
JR-15700,"Jocasta Rupert",2017-10-23,1,863.88,"Low Value Customer"
AF-10885,"Art Foster",2016-11-10,7,861.565,"Low Value Customer"
JC-15385,"Jenna Caffey",2017-07-08,3,859.648,"Low Value Customer"
JC-16105,"Julie Creighton",2017-11-03,9,858.576,"Low Value Customer"
MS-17980,"Michael Stewart",2017-12-04,11,855.116,"Low Value Customer"
RC-19960,"Ryan Crowe",2017-09-11,10,850.192,"Low Value Customer"
CG-12040,"Catherine Glotzbach",2017-11-11,7,847.652,"Low Value Customer"
CS-12175,"Charles Sheldon",2017-05-12,8,844.458,"Low Value Customer"
AS-10630,"Ann Steele",2017-09-29,12,833.398,"Low Value Customer"
TB-21355,"Todd Boyes",2017-08-06,12,822.136,"Low Value Customer"
VF-21715,"Vicky Freymann",2017-07-08,10,819.784,"Low Value Customer"
TB-21190,"Thomas Brumley",2017-11-11,4,816.174,"Low Value Customer"
RE-19450,"Richard Eichhorn",2017-03-03,8,815.152,"Low Value Customer"
AM-10360,"Alice McCarthy",2017-12-02,12,814.012,"Low Value Customer"
BM-11575,"Brendan Murry",2017-09-21,10,808.162,"Low Value Customer"
DK-13150,"David Kendrick",2017-12-20,5,797.832,"Low Value Customer"
MC-17635,"Matthew Clasen",2017-06-24,8,795.154,"Low Value Customer"
BF-11275,"Beth Fritzler",2017-11-03,4,791.99,"Low Value Customer"
HG-14845,"Harry Greene",2017-11-06,10,785.628,"Low Value Customer"
EH-13990,"Erica Hackney",2016-11-20,7,780.27,"Low Value Customer"
MG-17890,"Michael Granlund",2017-09-22,13,776.384,"Low Value Customer"
MM-18280,"Muhammed MacIntyre",2017-10-06,12,775.414,"Low Value Customer"
SF-20065,"Sandra Flanagan",2017-11-01,9,763.546,"Low Value Customer"
SW-20755,"Steven Ward",2016-07-14,8,758.696,"Low Value Customer"
LP-17080,"Liz Pelletier",2017-11-20,9,756.606,"Low Value Customer"
Dl-13600,"Dorris liebe",2017-09-02,6,755.602,"Low Value Customer"
IG-15085,"Ivan Gibson",2017-10-20,7,744.574,"Low Value Customer"
RH-19555,"Ritsa Hightower",2016-07-29,3,740.382,"Low Value Customer"
AH-10585,"Angele Hood",2017-12-09,5,738.504,"Low Value Customer"
HM-14980,"Henry MacAllister",2017-04-27,7,736.276,"Low Value Customer"
BB-10990,"Barry Blumstein",2017-09-16,7,735.52,"Low Value Customer"
PH-18790,"Patricia Hirasaki",2017-10-21,2,729.648,"Low Value Customer"
PA-19060,"Pete Armstrong",2017-09-18,7,729.408,"Low Value Customer"
JJ-15445,"Jennifer Jackson",2016-09-03,6,709.178,"Low Value Customer"
JD-16060,"Julia Dunbar",2017-03-05,6,695.442,"Low Value Customer"
VG-21790,"Vivek Gonzalez",2017-07-29,7,694.29,"Low Value Customer"
TC-21535,"Tracy Collins",2017-12-26,9,692.518,"Low Value Customer"
PB-19105,"Peter Bühler",2017-11-03,5,688.324,"Low Value Customer"
EH-13945,"Eric Hoffmann",2017-05-27,17,684.171,"Low Value Customer"
ML-18040,"Michelle Lonsdale",2017-10-12,3,681.242,"Low Value Customer"
PB-18805,"Patrick Bzostek",2017-12-05,9,668.756,"Low Value Customer"
AG-10330,"Alex Grayson",2017-12-22,9,660.972,"Low Value Customer"
BK-11260,"Berenike Kampe",2017-10-14,16,659.138,"Low Value Customer"
BD-11770,"Bryan Davis",2017-02-06,10,658.466,"Low Value Customer"
AC-10660,"Anna Chung",2017-03-23,6,657.316,"Low Value Customer"
AW-10840,"Anthony Witt",2017-12-10,8,649.376,"Low Value Customer"
TR-21325,"Toby Ritter",2017-06-20,6,645.072,"Low Value Customer"
LO-17170,"Lori Olson",2017-12-28,9,644.35,"Low Value Customer"
JB-16000,"Joy Bell-",2017-11-17,7,644.1188,"Low Value Customer"
MR-17545,"Mathew Reese",2017-08-27,6,639.178,"Low Value Customer"
AJ-10960,"Astrea Jones",2017-10-17,5,629.248,"Low Value Customer"
RR-19315,"Ralph Ritter",2017-12-11,4,615.932,"Low Value Customer"
CD-11980,"Carol Darley",2017-11-06,5,614.982,"Low Value Customer"
SS-20515,"Shirley Schmidt",2016-08-26,6,613.4,"Low Value Customer"
BT-11440,"Bobby Trafton",2016-06-18,7,603.876,"Low Value Customer"
BF-10975,"Barbara Fisher",2017-09-30,11,585.808,"Low Value Customer"
DL-13330,"Denise Leinenbach",2017-11-03,8,585.02,"Low Value Customer"
BD-11635,"Brian Derr",2017-12-21,5,582.646,"Low Value Customer"
AS-10240,"Alan Shonely",2017-06-21,12,574.24,"Low Value Customer"
NK-18490,"Neil Knudson",2017-10-21,11,572.048,"Low Value Customer"
CM-11935,"Carlos Meador",2016-01-22,4,565.392,"Low Value Customer"
CS-12460,"Chuck Sachs",2017-12-03,6,550.644,"Low Value Customer"
CS-11860,"Cari Schnelling",2017-07-21,7,537.632,"Low Value Customer"
JH-15820,"John Huston",2017-07-09,8,528.91,"Low Value Customer"
AY-10555,"Andy Yotov",2017-12-16,10,497.014,"Low Value Customer"
RB-19570,"Rob Beeghly",2017-12-05,7,476.802,"Low Value Customer"
CR-12625,"Corey Roper",2016-09-16,4,475.9,"Low Value Customer"
MS-17530,"MaryBeth Skach",2016-10-22,7,475.656,"Low Value Customer"
JS-15940,"Joni Sundaresam",2016-09-23,8,469.169,"Low Value Customer"
EC-14050,"Erin Creighton",2017-11-07,7,461.914,"Low Value Customer"
KM-16660,"Khloe Miller",2017-12-15,9,453.538,"Low Value Customer"
TT-21265,"Tim Taslimi",2016-11-19,3,439.5,"Low Value Customer"
ST-20530,"Shui Tom",2017-08-27,12,433.34,"Low Value Customer"
VG-21805,"Vivek Grady",2017-03-19,6,427.372,"Low Value Customer"
MZ-17335,"Maria Zettner",2017-11-30,5,424.038,"Low Value Customer"
SS-20590,"Sonia Sunley",2016-10-24,9,418.49,"Low Value Customer"
BT-11485,"Brad Thomas",2016-03-11,3,415.196,"Low Value Customer"
JD-16015,"Joy Daniels",2017-09-09,11,385.43,"Low Value Customer"
JK-15325,"Jason Klamczynski",2017-03-18,4,383.812,"Low Value Customer"
VM-21835,"Vivian Mathis",2017-09-04,8,380.69,"Low Value Customer"
NF-18475,"Neil Französisch",2016-07-23,4,377.162,"Low Value Customer"
